CNPJ_FUNDO;CAPTC_DIA;RESG_DIA
00.017.024/0001-53;0.00;0.00
00.017.024/0001-53;0.00;0.00
00.017.024/0001-53;0.00;0.00
00.017.024/0001-53;0.00;0.00
00.017.024/0001-53;0.00;3122.94
00.068.305/0001-35;0.00;0.00
00.068.305/0001-35;0.00;11153.82
00.068.305/0001-35;0.00;4645.28
00.068.305/0001-35;0.00;1392.54
00.068.305/0001-35;0.00;44605.87
00.071.477/0001-68;2098459041.81;3367847608.00
00.071.477/0001-68;2335150260.46;1932627913.98
00.071.477/0001-68;1902723646.38;2215240419.15
00.071.477/0001-68;1787088277.05;2192535470.77
00.071.477/0001-68;2007067692.98;2908109974.12
00.071.477/0001-68;2096174688.80;2845352924.07
00.073.041/0001-08;0.00;0.00
00.073.041/0001-08;0.00;0.00
00.073.041/0001-08;0.00;0.00
00.073.041/0001-08;0.00;0.00
00.073.041/0001-08;0.00;0.00
00.073.041/0001-08;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.083.181/0001-67;0.00;0.00
00.089.915/0001-15;0.00;70869.78
00.089.915/0001-15;365638.94;0.00
00.089.915/0001-15;719.13;13346.55
00.089.915/0001-15;187872.05;16.24
00.089.915/0001-15;791857.31;1754.17
00.089.915/0001-15;0.00;14002.60
00.102.322/0001-41;0.00;0.00
00.102.322/0001-41;0.00;0.00
00.102.322/0001-41;0.00;0.00
00.102.322/0001-41;0.00;0.00
00.102.322/0001-41;0.00;0.00
00.180.995/0001-10;9000.00;403284.65
00.180.995/0001-10;6000.00;1803551.24
00.180.995/0001-10;2052.73;708590.97
00.180.995/0001-10;12720.00;394214.83
00.180.995/0001-10;98365.00;1021168.17
00.185.259/0001-54;0.00;0.00
00.185.259/0001-54;0.00;0.00
00.185.259/0001-54;1000.00;0.00
00.185.259/0001-54;0.00;0.00
00.185.259/0001-54;0.00;0.00
00.185.259/0001-54;0.00;518266.13
00.194.256/0001-87;9958000.00;23834884.94
00.194.256/0001-87;23405452.90;2253720.94
00.194.256/0001-87;8384154.86;149903289.51
00.194.256/0001-87;7295084.01;93119997.43
00.194.256/0001-87;2279791.68;80519489.52
00.194.256/0001-87;2815936724.62;18222541.60
00.211.294/0001-09;52766570.00;1168691.21
00.211.294/0001-09;25710000.00;3008.43
00.211.294/0001-09;55300.00;86210926.89
00.211.294/0001-09;19757000.00;68681.85
00.211.294/0001-09;2399500.00;106409269.96
00.222.725/0001-24;68200.00;106371.97
00.222.725/0001-24;6000.00;48592.19
00.222.725/0001-24;0.00;15737.83
00.222.725/0001-24;0.00;59810.57
00.222.725/0001-24;16000.00;195098.27
00.222.816/0001-60;404783.42;10157536.24
00.222.816/0001-60;2788358.12;7700815.07
00.222.816/0001-60;1892744.38;4844360.08
00.222.816/0001-60;1850017.07;8432608.22
00.222.816/0001-60;1063725.48;8634178.34
00.280.302/0001-60;1109204.66;962890.89
00.280.302/0001-60;109000.00;723836.01
00.280.302/0001-60;139000.00;549855.22
00.280.302/0001-60;811574.28;1119205.18
00.280.302/0001-60;125500.00;649092.06
00.306.278/0001-91;3014819.71;1499785.42
00.306.278/0001-91;1847417.82;942670.56
00.306.278/0001-91;737666.43;1847958.66
00.306.278/0001-91;612954.42;12111106.79
00.306.278/0001-91;2875166.74;4201776.31
00.322.699/0001-06;2299879.41;3581336.71
00.322.699/0001-06;4218000.00;2871183.70
00.322.699/0001-06;1624000.00;7660216.93
00.322.699/0001-06;3712855.58;962944.97
00.322.699/0001-06;1618300.00;14665913.98
00.346.750/0001-10;0.00;0.00
00.346.750/0001-10;0.00;0.00
00.346.750/0001-10;0.00;0.00
00.346.750/0001-10;0.00;0.00
00.346.750/0001-10;0.00;0.00
00.346.750/0001-10;8142.56;0.00
00.360.293/0001-18;71844.03;68515.67
00.360.293/0001-18;38700.00;975171.55
00.360.293/0001-18;181892.77;282122.86
00.360.293/0001-18;193108.56;870398.81
00.360.293/0001-18;113390.00;632690.53
00.360.293/0001-18;108597.75;131956.86
00.398.561/0001-90;2700.00;0.00
00.398.561/0001-90;1200.00;344362.99
00.398.561/0001-90;2000.00;60987.56
00.398.561/0001-90;1000.00;99831.61
00.398.561/0001-90;0.00;24948.47
00.398.561/0001-90;500.00;14140.86
00.400.490/0001-13;1730.00;1751523.47
00.400.490/0001-13;15000.00;177774.28
00.400.490/0001-13;980.00;0.00
00.400.490/0001-13;3944.00;0.00
00.400.490/0001-13;601.55;0.00
00.400.490/0001-13;32405.75;1817261.35
00.463.569/0001-93;0.00;0.00
00.463.569/0001-93;0.00;0.00
00.463.569/0001-93;0.00;0.00
00.463.569/0001-93;0.00;0.00
00.463.569/0001-93;0.00;0.00
00.524.617/0001-06;3650.00;509740.32
00.524.617/0001-06;22800.00;70777.19
00.524.617/0001-06;29500.00;202984.24
00.524.617/0001-06;2500.00;90327.88
00.524.617/0001-06;3000.00;297831.84
00.524.617/0001-06;29250.00;103401.82
00.539.553/0001-17;1438283.90;1162707.44
00.539.553/0001-17;1499618.10;868958.10
00.539.553/0001-17;845567.54;915716.54
00.539.553/0001-17;1011465.58;1137965.81
00.539.553/0001-17;648412.48;1077380.17
00.539.553/0001-17;2581290.75;969999.22
00.575.922/0001-27;0.00;19400.00
00.575.922/0001-27;0.00;0.00
00.575.922/0001-27;0.00;76900.00
00.575.922/0001-27;0.00;2600.00
00.575.922/0001-27;2500.00;278384.86
00.598.452/0001-17;43766.00;570422.72
00.598.452/0001-17;40979.85;30065.87
00.598.452/0001-17;0.00;113183.82
00.598.452/0001-17;14880.00;161480.63
00.598.452/0001-17;50300.00;106154.30
00.598.452/0001-17;7638.75;7505.15
00.601.692/0001-23;458710.00;440889.93
00.601.692/0001-23;12000.00;81361.20
00.601.692/0001-23;3000.00;87188.08
00.601.692/0001-23;0.00;78713.00
00.601.692/0001-23;7000.00;200685.74
00.743.026/0001-20;426245.55;39041.65
00.743.026/0001-20;8616.13;145838.88
00.743.026/0001-20;65507.40;31518.19
00.743.026/0001-20;31549.39;58185.95
00.743.026/0001-20;1837.83;106551.60
00.743.026/0001-20;161499.16;329624.04
00.756.851/0001-69;9085.73;11167059.68
00.756.851/0001-69;534691.21;7765694.11
00.756.851/0001-69;280159.81;9388114.48
00.756.851/0001-69;880541.26;7776917.35
00.756.851/0001-69;298743.18;9536257.89
00.756.851/0001-69;96031.13;12320674.07
00.777.815/0001-81;388418.38;784596.72
00.777.815/0001-81;41764.92;315045.39
00.777.815/0001-81;67907.88;856006.77
00.777.815/0001-81;87441.59;222021.00
00.777.815/0001-81;98809.67;207389.90
00.785.365/0001-79;0.00;2045.50
00.785.365/0001-79;0.00;1695.13
00.785.365/0001-79;0.00;5434.16
00.785.365/0001-79;0.00;0.00
00.785.365/0001-79;0.00;218.41
00.785.365/0001-79;0.00;1480.01
00.793.947/0001-05;58858.95;193642.85
00.793.947/0001-05;115727.24;196420.34
00.793.947/0001-05;68466.21;60460.45
00.793.947/0001-05;2890.04;41282.07
00.793.947/0001-05;31270.00;39473.57
00.807.777/0001-62;28557841.50;2160167.75
00.807.777/0001-62;38261482.10;44927741.77
00.807.777/0001-62;85084714.44;46457883.38
00.807.777/0001-62;88024082.33;82056648.80
00.807.777/0001-62;42098193.98;40781256.26
00.807.777/0001-62;39572832.15;41859105.35
00.809.773/0001-13;36144617.52;4993251.51
00.809.773/0001-13;35287480.75;779816.74
00.809.773/0001-13;3040823.07;55579548.96
00.809.773/0001-13;30418381.25;4776108.03
00.809.773/0001-13;2823731.20;25580500.72
00.812.433/0001-41;96057978.56;101785838.39
00.812.433/0001-41;86861279.29;61814326.46
00.812.433/0001-41;74937163.43;69164924.92
00.812.433/0001-41;64700264.17;62633746.47
00.812.433/0001-41;61751595.95;78211257.71
00.812.433/0001-41;111722639.57;78987076.33
00.813.340/0001-31;0.00;484.80
00.813.340/0001-31;0.00;0.00
00.813.340/0001-31;0.00;12077.55
00.813.340/0001-31;0.00;13510.74
00.813.340/0001-31;0.00;4125.14
00.813.342/0001-20;190870.00;1501347.67
00.813.342/0001-20;319477.00;862107.52
00.813.342/0001-20;92300.00;1462877.64
00.813.342/0001-20;331185.56;5327771.30
00.813.342/0001-20;83854.17;340238.88
00.817.201/0001-86;0.00;0.00
00.817.201/0001-86;0.00;0.00
00.817.201/0001-86;0.00;2202.36
00.817.201/0001-86;0.00;0.00
00.817.201/0001-86;0.00;16235.25
00.817.201/0001-86;0.00;14217.26
00.817.677/0001-17;24982.00;1090730.52
00.817.677/0001-17;25000.00;73093.13
00.817.677/0001-17;24351.00;171387.44
00.817.677/0001-17;0.00;10192.36
00.817.677/0001-17;0.00;17946.30
00.817.677/0001-17;30495.00;100014.01
00.819.855/0001-49;0.00;0.00
00.819.855/0001-49;0.00;0.00
00.819.855/0001-49;0.00;0.00
00.819.855/0001-49;0.00;0.00
00.819.855/0001-49;0.00;0.00
00.819.855/0001-49;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.858/0001-82;0.00;0.00
00.819.875/0001-10;8425.92;97344.02
00.819.875/0001-10;9323.30;64513.37
00.819.875/0001-10;3056.08;33695.06
00.819.875/0001-10;9014.73;336835.64
00.819.875/0001-10;0.00;129991.31
00.819.875/0001-10;0.00;417167.91
00.819.880/0001-22;0.00;0.00
00.819.880/0001-22;200000.00;0.00
00.819.880/0001-22;0.00;1001.28
00.819.880/0001-22;0.00;1161.73
00.819.880/0001-22;0.00;100305.50
00.819.880/0001-22;0.00;0.00
00.819.889/0001-33;215000.00;68609.05
00.819.889/0001-33;262092.00;126117.75
00.819.889/0001-33;42622.30;105437.48
00.819.889/0001-33;78385.23;14532939.79
00.819.889/0001-33;195858.06;14474393.51
00.819.901/0001-00;0.00;190.25
00.819.901/0001-00;0.00;192.27
00.819.901/0001-00;0.00;0.00
00.819.901/0001-00;0.00;0.00
00.819.901/0001-00;0.00;0.00
00.819.901/0001-00;0.00;0.00
00.819.915/0001-23;100637.29;184390.32
00.819.915/0001-23;17500.00;83448.84
00.819.915/0001-23;51500.00;48441.64
00.819.915/0001-23;22361.00;314986.40
00.819.915/0001-23;19000.00;58197.57
00.819.915/0001-23;5994.00;382485.82
00.819.929/0001-47;500.00;2102.95
00.819.929/0001-47;1000.00;500.95
00.819.929/0001-47;0.00;5308.37
00.819.929/0001-47;10000.00;0.00
00.819.929/0001-47;1500.00;500.85
00.819.929/0001-47;0.00;4008.66
00.822.055/0001-87;9330000.00;0.00
00.822.055/0001-87;1339000.00;0.00
00.822.055/0001-87;8785000.00;0.00
00.822.055/0001-87;0.00;14486000.00
00.822.055/0001-87;263623000.00;0.00
00.822.055/0001-87;0.00;0.00
00.822.059/0001-65;3520.96;110198.95
00.822.059/0001-65;127206.96;486494.55
00.822.059/0001-65;221027.71;131867.63
00.822.059/0001-65;100148.98;494554.96
00.822.059/0001-65;265496.65;129670.14
00.822.059/0001-65;284662.03;98504.43
00.822.933/0001-64;722918.71;0.00
00.822.933/0001-64;0.00;1487.55
00.822.933/0001-64;0.00;0.00
00.822.933/0001-64;0.00;0.00
00.822.933/0001-64;259.62;0.00
00.822.933/0001-64;0.00;0.00
00.822.954/0001-80;3650.00;503253.22
00.822.954/0001-80;22800.00;170651.96
00.822.954/0001-80;30500.00;232001.59
00.822.954/0001-80;2500.00;1743393.64
00.822.954/0001-80;3000.00;300286.33
00.822.954/0001-80;29250.00;105559.71
00.824.198/0001-28;447456.09;449621.38
00.824.198/0001-28;1145740.58;1766395.36
00.824.198/0001-28;1200.00;2541103.45
00.824.198/0001-28;279742.69;10931.40
00.824.198/0001-28;409319.02;115264.79
00.825.076/0001-56;0.00;0.00
00.825.076/0001-56;0.00;0.00
00.825.076/0001-56;0.00;0.00
00.825.076/0001-56;0.00;0.00
00.825.076/0001-56;0.00;0.00
00.825.077/0001-09;0.00;0.00
00.825.077/0001-09;0.00;51640.73
00.825.077/0001-09;0.00;0.00
00.825.077/0001-09;0.00;0.00
00.825.077/0001-09;0.00;0.00
00.826.901/0001-37;0.00;11300.00
00.826.901/0001-37;0.00;61579.59
00.826.901/0001-37;0.00;18956.92
00.826.901/0001-37;0.00;0.00
00.826.901/0001-37;0.00;6504.03
00.826.901/0001-37;0.00;0.00
00.826.903/0001-26;0.00;160000.00
00.826.903/0001-26;0.00;50000.00
00.826.903/0001-26;0.00;0.00
00.826.903/0001-26;0.00;117000.00
00.826.903/0001-26;0.00;0.00
00.826.907/0001-04;0.00;1002.20
00.826.907/0001-04;0.00;23226.37
00.826.907/0001-04;0.00;0.00
00.826.907/0001-04;0.00;4381.12
00.826.907/0001-04;0.00;0.00
00.826.907/0001-04;0.00;206280.31
00.826.911/0001-72;0.00;0.00
00.826.911/0001-72;0.00;2837.83
00.826.911/0001-72;0.00;0.00
00.826.911/0001-72;0.00;0.00
00.826.911/0001-72;0.00;3.57
00.826.911/0001-72;0.00;496.51
00.828.035/0001-13;0.00;188494.48
00.828.035/0001-13;0.00;421200.00
00.828.035/0001-13;20000.00;1942200.00
00.828.035/0001-13;300000.00;312601.86
00.828.035/0001-13;1687.35;393296.17
00.828.035/0001-13;17184.34;2454896.79
00.828.941/0001-18;0.00;0.00
00.828.941/0001-18;0.00;0.00
00.828.941/0001-18;0.00;1000.97
00.828.941/0001-18;0.00;10.01
00.828.941/0001-18;0.00;21.42
00.828.941/0001-18;0.00;21.42
00.829.163/0001-81;0.00;0.00
00.829.163/0001-81;0.00;0.00
00.829.163/0001-81;0.00;3000.00
00.829.163/0001-81;0.00;0.00
00.829.163/0001-81;0.00;0.00
00.829.280/0001-45;2397247.13;7514130.44
00.829.280/0001-45;3418998.91;4377937.70
00.829.280/0001-45;2823582.61;6677265.51
00.829.280/0001-45;3410333.73;3868958.59
00.829.280/0001-45;3288316.00;5223872.47
00.829.280/0001-45;2365453.11;7918070.41
00.829.282/0001-34;14757.00;65987.08
00.829.282/0001-34;10583.00;501.07
00.829.282/0001-34;6000.00;307598.05
00.829.282/0001-34;100000.00;0.00
00.829.282/0001-34;0.00;31557.51
00.829.282/0001-34;19000.00;14011.59
00.829.288/0001-01;5920280.42;12062608.68
00.829.288/0001-01;2923093.68;5763868.94
00.829.288/0001-01;7084729.99;17894092.11
00.829.288/0001-01;23352304.88;5372258.25
00.829.288/0001-01;2048027.61;6928928.78
00.829.288/0001-01;8071645.32;7534469.95
00.829.292/0001-70;2600000.00;21201.64
00.829.292/0001-70;890000.00;69140.42
00.829.292/0001-70;0.00;1040273.43
00.829.292/0001-70;34479.82;852294.80
00.829.292/0001-70;0.00;1865335.85
00.829.292/0001-70;392998.68;221817.27
00.832.407/0001-85;6798870.49;18330486.44
00.832.407/0001-85;5161345.27;13268259.43
00.832.407/0001-85;4425774.99;10692090.69
00.832.407/0001-85;3066710.14;10342457.71
00.832.407/0001-85;4283442.73;12315360.19
00.832.407/0001-85;8061472.15;19755070.57
00.832.414/0001-87;81400.00;191376.22
00.832.414/0001-87;18420.00;482044.45
00.832.414/0001-87;12615.00;917463.77
00.832.414/0001-87;359100.00;545223.44
00.832.414/0001-87;35650.00;128920.38
00.832.414/0001-87;13044.00;327706.30
00.832.424/0001-12;0.00;0.00
00.832.424/0001-12;0.00;0.00
00.832.424/0001-12;0.00;0.00
00.832.424/0001-12;0.00;0.00
00.832.424/0001-12;0.00;0.00
00.832.424/0001-12;0.00;0.00
00.832.431/0001-14;23890.00;56547.55
00.832.431/0001-14;7000.00;11393.59
00.832.431/0001-14;6650.00;8174.52
00.832.431/0001-14;0.00;3858.70
00.832.431/0001-14;5000.00;176210.96
00.832.431/0001-14;4050.00;217633.87
00.832.435/0001-00;12720404.00;8196699.98
00.832.435/0001-00;9369708.00;1285920.68
00.832.435/0001-00;1996183.38;1907311.28
00.832.435/0001-00;16395199.76;1720242.52
00.832.435/0001-00;71959505.00;12154413.91
00.832.435/0001-00;6190559.17;9755641.61
00.832.443/0001-49;0.00;4335558.26
00.832.443/0001-49;8100000.00;11025.44
00.832.443/0001-49;0.00;9298238.48
00.832.443/0001-49;0.00;1118596.35
00.832.443/0001-49;163000.00;3490865.90
00.832.443/0001-49;30000.00;3729433.57
00.832.445/0001-38;0.00;2928588.28
00.832.445/0001-38;2000.00;50111.03
00.832.445/0001-38;0.00;0.00
00.832.445/0001-38;0.00;36143.43
00.832.445/0001-38;97.85;50121.08
00.832.445/0001-38;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.453/0001-84;0.00;0.00
00.832.587/0001-03;155900.00;52827.69
00.832.587/0001-03;0.00;31527.58
00.832.587/0001-03;103000.00;3917.82
00.832.587/0001-03;2000.00;50324.37
00.832.587/0001-03;38300.00;4609.07
00.832.587/0001-03;63000.00;10742.47
00.832.588/0001-40;3050.00;183674.22
00.832.588/0001-40;20225.00;27320.54
00.832.588/0001-40;893.00;367053.68
00.832.588/0001-40;630.00;87016.46
00.832.588/0001-40;100150.00;82609.82
00.832.588/0001-40;83851.00;436895.90
00.832.696/0001-12;0.00;0.00
00.832.696/0001-12;0.00;50057.96
00.832.696/0001-12;0.00;0.00
00.832.696/0001-12;0.00;0.00
00.832.696/0001-12;0.00;0.00
00.833.458/0001-21;0.00;0.00
00.833.458/0001-21;0.00;0.00
00.833.458/0001-21;0.00;0.00
00.833.458/0001-21;0.00;0.00
00.833.458/0001-21;0.00;0.00
00.834.072/0001-34;117295.58;105268.73
00.834.072/0001-34;120452.53;36595.25
00.834.072/0001-34;360221.19;386214.33
00.834.072/0001-34;94927.00;435093.71
00.834.072/0001-34;125654.38;266880.29
00.834.074/0001-23;1035259086.66;634920678.74
00.834.074/0001-23;580603355.61;504635171.55
00.834.074/0001-23;381486367.75;386275368.22
00.834.074/0001-23;372631989.73;494630098.22
00.834.074/0001-23;324342108.30;524532219.75
00.836.258/0001-22;0.00;0.00
00.836.258/0001-22;0.00;0.00
00.836.258/0001-22;0.00;0.00
00.836.258/0001-22;0.00;0.00
00.836.258/0001-22;0.00;0.00
00.836.258/0001-22;0.00;0.00
00.836.263/0001-35;14195.01;80437.58
00.836.263/0001-35;23958.28;522526.67
00.836.263/0001-35;52846.33;39422.48
00.836.263/0001-35;33000.00;89598.72
00.836.263/0001-35;650000.00;46014.47
00.836.263/0001-35;7000.00;241034.72
00.838.266/0001-08;2000.00;5005.08
00.838.266/0001-08;0.00;30045.77
00.838.266/0001-08;0.00;0.00
00.838.266/0001-08;500.00;1001.94
00.838.266/0001-08;0.00;0.00
00.838.266/0001-08;1001.00;3838.90
00.838.267/0001-52;35199280.64;31371817.46
00.838.267/0001-52;19224523.63;22591700.60
00.838.267/0001-52;12962103.06;25618988.99
00.838.267/0001-52;23342797.36;38604295.48
00.838.267/0001-52;13988570.96;31829623.77
00.838.267/0001-52;22546419.74;27534122.65
00.838.269/0001-41;1695523.44;0.00
00.838.269/0001-41;226259.26;1001.45
00.838.269/0001-41;223586.86;1001.51
00.838.269/0001-41;173363.80;4507.07
00.838.269/0001-41;43456.02;4319.67
00.838.269/0001-41;165348.93;9346.23
00.838.868/0001-65;0.00;0.00
00.838.868/0001-65;0.00;0.00
00.838.868/0001-65;0.00;0.00
00.838.868/0001-65;0.00;0.00
00.838.868/0001-65;0.00;0.00
00.838.868/0001-65;0.00;0.00
00.840.008/0001-66;0.00;15772.23
00.840.008/0001-66;0.00;73700.00
00.840.008/0001-66;0.00;63906.64
00.840.008/0001-66;0.00;5500.00
00.840.008/0001-66;0.00;134452.59
00.840.008/0001-66;0.00;73300.00
00.840.011/0001-80;32290452.09;19751809.99
00.840.011/0001-80;26327572.99;32934558.37
00.840.011/0001-80;243039308.98;12622178.41
00.840.011/0001-80;14024903.63;22030566.48
00.840.011/0001-80;35586698.57;264410467.37
00.840.011/0001-80;35089227.70;38753301.95
00.842.960/0001-07;0.00;5868.68
00.842.960/0001-07;0.00;6009.29
00.842.960/0001-07;0.00;14022.61
00.842.960/0001-07;0.00;174169.19
00.842.960/0001-07;0.00;51870.62
00.842.960/0001-07;0.00;152028.28
00.846.898/0001-13;0.00;0.00
00.846.898/0001-13;0.00;0.00
00.846.898/0001-13;0.00;0.00
00.846.898/0001-13;0.00;0.00
00.846.898/0001-13;0.00;0.00
00.846.898/0001-13;0.00;0.00
00.849.567/0001-37;0.00;0.00
00.849.567/0001-37;0.00;0.00
00.849.567/0001-37;0.00;0.00
00.849.567/0001-37;0.00;0.00
00.849.567/0001-37;0.00;0.00
00.852.311/0001-89;43168319.05;45603107.45
00.852.311/0001-89;64136788.69;118704190.52
00.852.311/0001-89;109734566.76;56277593.66
00.852.311/0001-89;221748829.22;210133170.79
00.852.311/0001-89;64771002.63;80986519.60
00.852.311/0001-89;21671604.22;46225035.65
00.856.171/0001-17;0.00;0.00
00.856.171/0001-17;0.00;0.00
00.856.171/0001-17;0.00;0.00
00.856.171/0001-17;0.00;0.00
00.856.171/0001-17;0.00;0.00
00.856.751/0001-04;0.00;0.00
00.856.751/0001-04;0.00;0.00
00.856.751/0001-04;25000000.00;0.00
00.856.751/0001-04;25000000.00;0.00
00.856.751/0001-04;0.00;0.00
00.856.755/0001-92;2323667.72;1892714.34
00.856.755/0001-92;373939.90;1640789.60
00.856.755/0001-92;389532.67;2804644.73
00.856.755/0001-92;1435433.00;3427092.84
00.856.755/0001-92;1041141.99;1374577.62
00.857.361/0001-59;0.00;66927.29
00.857.361/0001-59;0.00;0.00
00.857.361/0001-59;0.00;0.00
00.857.361/0001-59;0.00;0.00
00.857.361/0001-59;0.00;0.00
00.857.361/0001-59;0.00;0.00
00.885.758/0001-54;0.00;0.00
00.885.758/0001-54;0.00;0.00
00.885.758/0001-54;0.00;902485.14
00.885.758/0001-54;0.00;301021.33
00.885.758/0001-54;270000.00;12528649.96
00.885.760/0001-23;51345.01;86126.68
00.885.760/0001-23;73180.00;17577.19
00.885.760/0001-23;18761.72;71372.55
00.885.760/0001-23;20235.00;37717.30
00.885.760/0001-23;38720.00;291556.94
00.885.762/0001-12;722000.00;11925193.45
00.885.762/0001-12;600450.14;8819695.24
00.885.762/0001-12;383741.12;4166546.34
00.885.762/0001-12;706936.52;4262495.51
00.885.762/0001-12;23993362.13;796871.73
00.888.897/0001-31;10000.00;81145.15
00.888.897/0001-31;9700.00;11520.06
00.888.897/0001-31;0.00;14137.73
00.888.897/0001-31;3500.00;185037.52
00.888.897/0001-31;1000.00;61224.22
00.888.897/0001-31;1028.79;2100.00
00.893.531/0001-50;0.00;0.00
00.893.531/0001-50;0.00;0.00
00.893.531/0001-50;0.00;0.00
00.893.531/0001-50;0.00;12000.01
00.893.531/0001-50;0.00;0.00
00.893.531/0001-50;0.00;0.00
00.906.044/0001-85;0.00;0.00
00.906.044/0001-85;0.00;0.00
00.906.044/0001-85;0.00;0.00
00.906.044/0001-85;500000.00;0.00
00.906.044/0001-85;0.00;0.00
00.906.044/0001-85;0.00;0.00
00.947.958/0001-94;21188.55;193193.79
00.947.958/0001-94;0.00;223000.63
00.947.958/0001-94;6471.67;307693.09
00.947.958/0001-94;90570.62;1252637.71
00.947.958/0001-94;6000.00;166575.97
00.947.958/0001-94;4000.00;200443.28
00.970.059/0001-02;0.00;17353.49
00.970.059/0001-02;0.00;16011.58
00.970.059/0001-02;0.00;4394.25
00.970.059/0001-02;0.00;138041.15
00.970.059/0001-02;0.00;118236.17
00.970.074/0001-50;551123848.93;5128770.98
00.970.074/0001-50;125447895.68;722223.81
00.970.074/0001-50;11765000.00;17573039.63
00.970.074/0001-50;5171979.24;10013.43
00.970.074/0001-50;8321058.54;6577521.62
00.973.117/0001-51;0.00;0.00
00.973.117/0001-51;0.00;0.00
00.973.117/0001-51;0.00;0.00
00.973.117/0001-51;0.00;0.00
00.973.117/0001-51;0.00;0.00
00.973.117/0001-51;0.00;0.00
00.974.902/0001-29;0.00;0.00
00.974.902/0001-29;0.00;0.00
00.974.902/0001-29;0.00;0.00
00.974.902/0001-29;0.00;0.00
00.974.902/0001-29;0.00;171898.48
00.975.480/0001-06;2267117.67;3007828.36
00.975.480/0001-06;0.00;652090.40
00.975.480/0001-06;653027.55;138675.22
00.975.480/0001-06;148182.20;199700.41
00.975.480/0001-06;0.00;979777.16
00.977.449/0001-04;12405477.00;0.00
00.977.449/0001-04;0.00;0.00
00.977.449/0001-04;0.00;0.00
00.977.449/0001-04;0.00;0.00
00.977.449/0001-04;185124.00;0.00
00.977.449/0001-04;0.00;0.00
00.979.181/0001-40;0.00;0.00
00.979.181/0001-40;0.00;0.00
00.979.181/0001-40;0.00;0.00
00.979.181/0001-40;0.00;0.00
00.979.181/0001-40;0.00;0.00
00.982.697/0001-43;0.00;0.00
00.982.697/0001-43;0.00;0.00
00.982.697/0001-43;0.00;0.00
00.982.697/0001-43;0.00;0.00
00.982.697/0001-43;0.00;0.00
00.996.200/0001-46;0.00;530751.15
00.996.200/0001-46;0.00;1230637.70
00.996.200/0001-46;0.00;0.00
00.996.200/0001-46;0.00;0.00
00.996.200/0001-46;0.00;0.00
00.996.200/0001-46;0.00;960164.01
01.045.435/0001-15;0.00;0.00
01.045.435/0001-15;0.00;0.00
01.045.435/0001-15;0.00;0.00
01.045.435/0001-15;0.00;0.00
01.045.435/0001-15;0.00;0.00
01.045.435/0001-15;0.00;0.00
01.045.437/0001-04;3000.00;10000.00
01.045.437/0001-04;500.00;0.00
01.045.437/0001-04;0.00;0.00
01.045.437/0001-04;0.00;0.00
01.045.437/0001-04;0.00;2590.00
01.045.437/0001-04;0.00;0.00
01.063.897/0001-65;491889.26;58968.82
01.063.897/0001-65;7796.55;2140844.55
01.063.897/0001-65;13812.25;1686509.51
01.063.897/0001-65;38155.00;1964458.90
01.063.897/0001-65;20259.93;1818591.88
01.063.897/0001-65;95085.02;1516615.39
01.069.185/0001-53;0.00;15623.18
01.069.185/0001-53;0.00;30000.00
01.069.185/0001-53;0.00;5000.00
01.069.185/0001-53;0.00;8011.78
01.069.185/0001-53;0.00;0.00
01.069.185/0001-53;0.00;5063.88
01.071.664/0001-04;0.00;0.00
01.071.664/0001-04;0.00;0.00
01.071.664/0001-04;0.00;0.00
01.071.664/0001-04;0.00;0.00
01.071.664/0001-04;0.00;0.00
01.071.664/0001-04;0.00;0.00
01.099.040/0001-03;0.00;0.00
01.099.040/0001-03;0.00;0.00
01.099.040/0001-03;0.00;0.00
01.099.040/0001-03;0.00;0.00
01.099.040/0001-03;0.00;0.00
01.103.103/0001-40;0.00;0.00
01.103.103/0001-40;0.00;0.00
01.103.103/0001-40;0.00;0.00
01.103.103/0001-40;0.00;100000.00
01.103.103/0001-40;0.00;0.00
01.103.103/0001-40;0.00;0.00
01.107.772/0001-90;7735.63;64546.35
01.107.772/0001-90;303527.64;387199.98
01.107.772/0001-90;0.00;4810.00
01.107.772/0001-90;37265.65;65249.99
01.107.772/0001-90;13434.62;5101478.72
01.107.772/0001-90;13434.62;5101478.72
01.111.801/0001-97;0.00;0.00
01.111.801/0001-97;0.00;0.00
01.111.801/0001-97;0.00;0.00
01.111.801/0001-97;0.00;0.00
01.111.801/0001-97;0.00;0.00
01.111.801/0001-97;0.00;0.00
01.114.310/0001-08;0.00;7707.45
01.114.310/0001-08;51721.09;34313.88
01.114.310/0001-08;2600.00;14647.12
01.114.310/0001-08;8000.00;19870.98
01.114.310/0001-08;0.00;43551.90
01.129.004/0001-37;229805211.94;176587703.24
01.129.004/0001-37;256287667.69;87446437.64
01.129.004/0001-37;187619808.61;162162101.50
