CNPJ_FUNDO;CAPTC_DIA;RESG_DIA
09.093.883/0001-04;134153220.99;5073621.30
09.093.883/0001-04;3633562.32;2436446.44
09.093.883/0001-04;2150502.44;6912812.09
09.093.896/0001-75;0.00;0.00
09.093.896/0001-75;0.00;0.00
09.093.896/0001-75;0.00;0.00
09.093.896/0001-75;0.00;0.00
09.093.896/0001-75;0.00;0.00
09.093.896/0001-75;0.00;0.00
09.093.938/0001-78;0.00;19800082.83
09.093.938/0001-78;9210000.00;0.00
09.093.938/0001-78;0.00;1750000.00
09.093.938/0001-78;15100000.00;0.00
09.093.938/0001-78;0.00;29100000.00
09.093.938/0001-78;4520000.00;4931.31
09.093.967/0001-30;0.00;1535767.16
09.093.967/0001-30;0.00;0.00
09.093.967/0001-30;0.00;0.00
09.093.967/0001-30;0.00;501764.79
09.093.967/0001-30;0.00;444391.51
09.093.967/0001-30;0.00;1505511.78
09.094.073/0001-64;232.05;323166.24
09.094.073/0001-64;0.00;175413.57
09.094.073/0001-64;1050.00;1796435.63
09.094.073/0001-64;12715.55;691134.17
09.094.073/0001-64;2472148.27;176454.44
09.094.073/0001-64;0.00;551923.49
09.094.081/0001-00;0.00;0.00
09.094.081/0001-00;0.00;0.00
09.094.081/0001-00;0.00;0.00
09.094.081/0001-00;0.00;0.00
09.094.081/0001-00;0.00;0.00
09.094.118/0001-09;0.00;0.00
09.094.118/0001-09;0.00;0.00
09.094.118/0001-09;0.00;260000.00
09.094.118/0001-09;0.00;15000.00
09.094.118/0001-09;0.00;10000.00
09.094.118/0001-09;0.00;15000.00
09.094.156/0001-53;0.00;0.00
09.094.156/0001-53;0.00;0.00
09.094.156/0001-53;0.00;0.00
09.094.156/0001-53;0.00;0.00
09.094.156/0001-53;0.00;0.00
09.094.156/0001-53;0.00;0.00
09.101.381/0001-70;0.00;0.00
09.101.381/0001-70;0.00;0.00
09.101.381/0001-70;0.00;0.00
09.101.381/0001-70;0.00;0.00
09.101.381/0001-70;0.00;0.00
09.101.386/0001-00;0.00;0.00
09.101.386/0001-00;0.00;0.00
09.101.386/0001-00;0.00;0.00
09.101.386/0001-00;0.00;0.00
09.101.459/0001-56;0.00;0.00
09.101.459/0001-56;0.00;40869.52
09.101.459/0001-56;0.00;0.00
09.101.459/0001-56;0.00;6571.53
09.101.459/0001-56;0.00;0.00
09.101.459/0001-56;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.213/0001-40;0.00;0.00
09.110.217/0001-29;0.00;0.00
09.110.217/0001-29;0.00;0.00
09.110.217/0001-29;600000.00;0.00
09.110.217/0001-29;150000.00;0.00
09.110.217/0001-29;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.254/0001-37;0.00;0.00
09.110.281/0001-00;0.00;0.00
09.110.281/0001-00;0.00;0.00
09.110.281/0001-00;0.00;0.00
09.110.281/0001-00;0.00;0.00
09.110.281/0001-00;0.00;0.00
09.120.756/0001-49;0.00;80000.00
09.120.756/0001-49;0.00;20000.00
09.120.756/0001-49;0.00;73122.13
09.120.756/0001-49;0.00;150000.00
09.120.756/0001-49;0.00;0.00
09.120.756/0001-49;0.00;735000.00
09.120.774/0001-20;0.00;2121541.10
09.120.774/0001-20;17838.94;0.00
09.120.774/0001-20;70750.00;276821.23
09.120.774/0001-20;11772.85;375433.97
09.120.774/0001-20;50000.00;864432.34
09.120.774/0001-20;100.00;4396257.22
09.120.778/0001-09;0.00;285744564.80
09.120.778/0001-09;80000000.00;0.00
09.120.778/0001-09;0.00;65176809.98
09.120.778/0001-09;30000000.00;0.00
09.120.778/0001-09;0.00;90193067.21
09.120.778/0001-09;0.00;125253121.16
09.121.886/0001-04;1110000.00;877367.32
09.121.886/0001-04;3540790.36;360306.20
09.121.886/0001-04;1034881.38;2559406.73
09.121.886/0001-04;246942.23;145022.56
09.121.886/0001-04;911962.66;513054.37
09.121.892/0001-53;10823298.76;804918.17
09.121.892/0001-53;10735.06;0.00
09.121.892/0001-53;0.00;413218.45
09.121.892/0001-53;84912.00;32460777.52
09.121.892/0001-53;0.00;144112.30
09.123.824/0001-23;0.00;0.00
09.123.824/0001-23;0.00;0.00
09.123.824/0001-23;0.00;0.00
09.123.824/0001-23;0.00;0.00
09.123.824/0001-23;0.00;0.00
09.123.824/0001-23;0.00;0.00
09.125.128/0001-56;0.00;837527.07
09.125.128/0001-56;0.00;451879.89
09.125.128/0001-56;0.00;417488.14
09.125.128/0001-56;0.00;1248165.89
09.125.128/0001-56;120191.58;432639.00
09.125.128/0001-56;0.00;341359.52
09.125.134/0001-03;0.00;17518.97
09.125.134/0001-03;0.00;3003.45
09.125.134/0001-03;0.00;0.00
09.125.134/0001-03;0.00;24030.92
09.125.134/0001-03;0.00;26535.86
09.125.134/0001-03;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.218/0001-47;0.00;0.00
09.125.491/0001-71;0.00;0.00
09.125.491/0001-71;5000.00;0.00
09.125.491/0001-71;0.00;0.00
09.125.491/0001-71;2424.03;0.00
09.125.491/0001-71;1956.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.549/0001-87;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.557/0001-23;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.612/0001-85;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.638/0001-23;0.00;0.00
09.125.649/0001-03;0.00;0.00
09.125.649/0001-03;0.00;0.00
09.125.649/0001-03;0.00;0.00
09.125.649/0001-03;0.00;0.00
09.125.649/0001-03;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.127.959/0001-67;0.00;0.00
09.130.395/0001-11;0.00;0.00
09.130.395/0001-11;0.00;15974.29
09.130.395/0001-11;0.00;0.00
09.130.395/0001-11;0.00;1749.05
09.130.395/0001-11;0.00;2168.99
09.130.426/0001-34;247360.66;230170.49
09.130.426/0001-34;23099.23;64672.10
09.130.426/0001-34;17433.48;651740.52
09.130.426/0001-34;41001.19;119484.08
09.130.426/0001-34;347762.87;251525.37
09.130.438/0001-69;0.00;0.00
09.130.438/0001-69;0.00;0.00
09.130.438/0001-69;0.00;0.00
09.130.438/0001-69;0.00;0.00
09.130.438/0001-69;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.130.497/0001-37;0.00;0.00
09.134.614/0001-30;2809.92;18487.27
09.134.614/0001-30;422627.75;252646.73
09.134.614/0001-30;827269.31;1558507.86
09.134.614/0001-30;380811.76;2033806.64
09.134.614/0001-30;245970.93;1112197.39
09.134.614/0001-30;269526.62;415590.35
09.136.668/0001-35;32954988.06;17578064.30
09.136.668/0001-35;52224619.36;17236184.52
09.136.668/0001-35;37401223.61;26198260.36
09.136.668/0001-35;31529443.45;21853861.23
09.136.668/0001-35;40253289.74;23103706.14
09.137.330/0001-06;0.00;0.00
09.137.330/0001-06;0.00;0.00
09.137.330/0001-06;0.00;0.00
09.137.330/0001-06;0.00;0.00
09.137.330/0001-06;0.00;0.00
09.137.336/0001-75;238637.19;5203130.83
09.137.336/0001-75;147671.03;377556.53
09.137.336/0001-75;662308.81;818294.82
09.137.336/0001-75;68000.00;1084531.63
09.137.336/0001-75;110325.62;818156.02
09.141.867/0001-31;0.00;1869683.89
09.141.867/0001-31;0.00;0.00
09.141.867/0001-31;0.00;593078.36
09.141.867/0001-31;0.00;893649.06
09.141.867/0001-31;0.00;359685.25
09.141.867/0001-31;0.00;688204.06
09.141.893/0001-60;2000.00;93807.70
09.141.893/0001-60;4000.00;10678.57
09.141.893/0001-60;0.00;0.00
09.141.893/0001-60;1787.28;0.00
09.141.893/0001-60;0.00;0.00
09.141.893/0001-60;0.00;62134.42
09.143.318/0001-04;0.00;948292.01
09.143.318/0001-04;0.00;0.00
09.143.318/0001-04;0.00;71087.69
09.143.318/0001-04;1000.00;2276195.25
09.143.318/0001-04;20000.00;244033.19
09.143.435/0001-60;0.00;237786.78
09.143.435/0001-60;0.00;299122.74
09.143.435/0001-60;0.00;49505.87
09.143.435/0001-60;0.00;131286.34
09.143.435/0001-60;0.00;60419.87
09.144.648/0001-06;0.00;0.00
09.144.648/0001-06;0.00;0.00
09.144.648/0001-06;0.00;0.00
09.144.648/0001-06;0.00;0.00
09.144.648/0001-06;0.00;0.00
09.144.842/0001-91;0.00;0.00
09.144.842/0001-91;0.00;0.00
09.144.842/0001-91;0.00;0.00
09.144.842/0001-91;0.00;0.00
09.144.842/0001-91;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.144.927/0001-70;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.017/0001-01;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.023/0001-69;0.00;0.00
09.145.075/0001-35;0.00;155741.54
09.145.075/0001-35;0.00;198050.87
09.145.075/0001-35;0.00;45095.92
09.145.075/0001-35;0.00;81549.01
09.145.075/0001-35;0.00;382788.96
09.145.075/0001-35;0.00;234488.29
09.145.104/0001-69;0.00;278013.31
09.145.104/0001-69;24.65;177509.33
09.145.104/0001-69;5.12;0.00
09.145.104/0001-69;1983974.90;6388923.67
09.145.104/0001-69;134769.43;245289.92
09.145.104/0001-69;474524.72;1302139.12
09.145.127/0001-73;0.00;0.00
09.145.127/0001-73;0.00;0.00
09.145.127/0001-73;0.00;0.00
09.145.127/0001-73;0.00;0.00
09.145.127/0001-73;0.00;0.00
09.145.127/0001-73;0.00;0.00
09.145.212/0001-31;0.00;0.00
09.145.212/0001-31;0.00;0.00
09.145.212/0001-31;0.00;0.00
09.145.212/0001-31;0.00;0.00
09.145.212/0001-31;306.84;11047.25
09.145.212/0001-31;87.35;0.00
09.145.218/0001-09;1728.19;0.00
09.145.218/0001-09;0.00;0.00
09.145.218/0001-09;114.72;0.00
09.145.218/0001-09;161.66;214024.80
09.145.218/0001-09;300.00;0.00
09.145.218/0001-09;1663.18;35000.00
09.145.222/0001-77;639.02;0.00
09.145.222/0001-77;0.00;0.00
09.145.222/0001-77;5118.86;0.00
09.145.222/0001-77;0.00;125.11
09.145.222/0001-77;0.00;23561.87
09.145.222/0001-77;675.04;0.00
09.145.225/0001-00;18432.62;6716.77
09.145.225/0001-00;22720.00;33322.20
09.145.225/0001-00;600.00;11013.25
09.145.225/0001-00;2081.80;2803.06
09.145.225/0001-00;2250.00;21048.27
09.145.225/0001-00;10170.00;43766.19
09.145.231/0001-68;0.00;0.00
09.145.231/0001-68;0.00;0.00
09.145.231/0001-68;0.00;0.00
09.145.231/0001-68;0.00;0.00
09.145.231/0001-68;0.00;0.00
09.145.231/0001-68;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.234/0001-00;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.279/0001-76;0.00;0.00
09.145.291/0001-80;0.00;7434459.34
09.145.291/0001-80;6190265.49;4909919.80
09.145.291/0001-80;19125.90;3750355.41
09.145.291/0001-80;65146890.42;4895337.37
09.145.291/0001-80;18967.77;12577805.70
09.145.291/0001-80;4842117.22;16318906.33
09.145.313/0001-02;0.00;0.00
09.145.313/0001-02;0.00;0.00
09.145.313/0001-02;0.00;0.00
09.145.313/0001-02;0.00;0.00
09.145.313/0001-02;0.00;0.00
09.145.313/0001-02;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.145.340/0001-85;0.00;0.00
09.150.610/0001-46;0.00;0.00
09.150.610/0001-46;0.00;0.00
09.150.610/0001-46;0.00;0.00
09.150.610/0001-46;0.00;661.62
09.150.610/0001-46;0.00;0.00
09.150.638/0001-83;0.00;0.00
09.150.638/0001-83;0.00;0.00
09.150.638/0001-83;0.00;0.00
09.150.638/0001-83;0.00;0.00
09.150.638/0001-83;0.00;0.00
09.150.648/0001-19;0.00;0.00
09.150.648/0001-19;0.00;0.00
09.150.648/0001-19;0.00;0.00
09.150.648/0001-19;0.00;0.00
09.150.648/0001-19;0.00;0.00
09.150.661/0001-78;0.00;0.00
09.150.661/0001-78;0.00;0.00
09.150.661/0001-78;0.00;0.00
09.150.661/0001-78;0.00;0.00
09.150.661/0001-78;0.00;0.00
09.150.710/0001-72;0.00;0.00
09.150.710/0001-72;0.00;0.00
09.150.710/0001-72;0.00;0.00
09.150.710/0001-72;0.00;0.00
09.150.710/0001-72;0.00;0.00
09.150.810/0001-07;0.00;0.00
09.150.810/0001-07;0.00;0.00
09.150.810/0001-07;0.00;0.00
09.150.810/0001-07;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.841/0001-50;0.00;0.00
09.150.949/0001-42;0.00;0.00
09.150.949/0001-42;0.00;1356.42
09.150.949/0001-42;300000.00;5000000.00
09.150.949/0001-42;0.00;0.00
09.150.949/0001-42;0.00;0.00
09.150.949/0001-42;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.151.312/0001-70;0.00;0.00
09.163.044/0001-07;0.00;0.00
09.163.044/0001-07;0.00;0.00
09.163.044/0001-07;0.00;0.00
09.163.044/0001-07;0.00;0.00
09.163.044/0001-07;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.736/0001-94;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.165.807/0001-59;0.00;0.00
09.166.056/0001-95;0.00;0.00
09.166.056/0001-95;150.00;0.00
09.166.056/0001-95;0.00;0.00
09.166.056/0001-95;50500.00;0.00
09.166.056/0001-95;100.00;0.00
09.166.056/0001-95;0.00;0.00
09.166.241/0001-80;0.00;0.00
09.166.241/0001-80;0.00;0.00
09.166.241/0001-80;0.00;0.00
09.166.241/0001-80;0.00;0.00
09.166.241/0001-80;0.00;0.00
09.166.587/0001-88;0.00;150000.00
09.166.587/0001-88;0.00;0.00
09.166.587/0001-88;0.00;0.00
09.166.587/0001-88;0.00;0.00
09.166.587/0001-88;0.00;150000.00
09.172.705/0001-60;0.00;0.00
09.172.705/0001-60;0.00;0.00
09.172.705/0001-60;0.00;0.00
09.172.705/0001-60;0.00;0.00
09.172.705/0001-60;0.00;0.00
09.172.705/0001-60;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.740/0001-80;0.00;0.00
09.172.742/0001-79;0.00;0.00
09.172.742/0001-79;0.00;0.00
09.172.742/0001-79;0.00;0.00
09.172.742/0001-79;0.00;0.00
09.172.742/0001-79;0.00;0.00
09.172.837/0001-92;0.00;150173.22
09.172.837/0001-92;0.00;0.00
09.172.837/0001-92;0.00;0.00
09.172.837/0001-92;0.00;0.00
09.172.837/0001-92;0.00;0.00
09.181.268/0001-41;8000.00;0.00
09.181.268/0001-41;0.00;0.00
09.181.268/0001-41;0.00;0.00
09.181.268/0001-41;0.00;0.00
09.181.268/0001-41;0.00;0.00
09.181.287/0001-78;0.00;1762703.27
09.181.287/0001-78;50000.00;101134.67
09.181.287/0001-78;0.00;233127.59
09.181.287/0001-78;0.00;158865.52
09.181.287/0001-78;476000.00;1439522.64
09.181.291/0001-36;0.00;0.00
09.181.291/0001-36;0.00;0.00
09.181.291/0001-36;0.00;0.00
09.181.291/0001-36;0.00;0.00
09.181.291/0001-36;0.00;0.00
09.181.291/0001-36;0.00;0.00
09.181.313/0001-68;0.00;0.00
09.181.313/0001-68;0.00;0.00
09.181.313/0001-68;0.00;0.00
09.181.313/0001-68;11517.31;0.00
09.181.313/0001-68;396.01;0.00
09.181.340/0001-30;0.00;0.00
09.181.340/0001-30;0.00;0.00
09.181.340/0001-30;0.00;0.00
09.181.340/0001-30;0.00;0.00
09.181.340/0001-30;0.00;0.00
09.186.696/0001-67;0.00;0.00
09.186.696/0001-67;0.00;0.00
09.186.696/0001-67;0.00;0.00
09.186.696/0001-67;0.00;0.00
09.186.696/0001-67;0.00;0.00
09.187.990/0001-93;0.00;0.00
09.187.990/0001-93;0.00;0.00
09.187.990/0001-93;0.00;0.00
09.187.990/0001-93;0.00;0.00
09.187.990/0001-93;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.109/0001-79;0.00;0.00
09.188.126/0001-06;0.00;0.00
09.188.126/0001-06;0.00;0.00
09.188.126/0001-06;0.00;0.00
09.188.126/0001-06;0.00;0.00
09.188.126/0001-06;0.00;0.00
09.188.149/0001-10;0.00;0.00
09.188.149/0001-10;0.00;0.00
09.188.149/0001-10;0.00;0.00
09.188.149/0001-10;0.00;400000.00
09.188.149/0001-10;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.323/0001-25;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.564/0001-74;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.900/0001-89;0.00;0.00
09.188.938/0001-51;0.00;0.00
09.188.938/0001-51;0.00;0.00
09.188.938/0001-51;0.00;0.00
09.188.938/0001-51;0.00;0.00
09.188.938/0001-51;0.00;0.00
09.188.983/0001-06;0.00;0.00
09.188.983/0001-06;0.00;0.00
09.188.983/0001-06;0.00;0.00
09.188.983/0001-06;0.00;0.00
09.188.983/0001-06;0.00;0.00
09.189.091/0001-20;0.00;0.00
09.189.091/0001-20;0.00;0.00
09.189.091/0001-20;0.00;0.00
09.189.091/0001-20;0.00;0.00
09.189.091/0001-20;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.196.417/0001-46;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.198.023/0001-27;0.00;0.00
09.212.329/0001-90;0.00;0.00
09.212.329/0001-90;56.89;0.00
09.212.329/0001-90;8107.56;0.00
09.212.329/0001-90;326.83;3212.43
09.212.329/0001-90;4445.80;0.00
09.212.359/0001-05;0.00;0.00
09.212.359/0001-05;116473.63;0.00
09.212.359/0001-05;1983.65;0.00
09.212.359/0001-05;1810.71;16649.61
09.212.359/0001-05;5642.94;0.00
09.212.371/0001-01;0.00;0.00
09.212.371/0001-01;0.00;29000.00
09.212.371/0001-01;1913.74;0.00
09.212.371/0001-01;1042.93;0.00
09.212.371/0001-01;1567.72;0.00
09.215.250/0001-13;227062159.73;171951585.09
09.215.250/0001-13;199465520.27;538633067.18
09.215.250/0001-13;463693431.10;133172401.16
09.215.250/0001-13;177238551.89;90627967.89
09.215.250/0001-13;306050280.22;570860882.14
09.215.250/0001-13;200447955.95;263861773.91
09.216.026/0001-46;2317.24;1693.44
09.216.026/0001-46;446.92;794.28
09.216.026/0001-46;228.14;593.99
09.216.026/0001-46;406.70;1025.87
09.216.026/0001-46;645.35;1031.32
09.216.364/0001-88;0.00;0.00
09.216.364/0001-88;0.00;81387.78
09.216.364/0001-88;0.00;0.00
09.216.364/0001-88;0.00;10006.56
09.216.364/0001-88;0.00;0.00
09.217.025/0001-16;0.00;0.00
09.217.025/0001-16;0.00;0.00
09.217.025/0001-16;0.00;0.00
09.217.025/0001-16;0.00;0.00
09.217.025/0001-16;0.00;0.00
09.217.033/0001-62;0.00;0.00
09.217.033/0001-62;0.00;0.00
09.217.033/0001-62;0.00;0.00
09.217.033/0001-62;0.00;0.00
09.217.033/0001-62;0.00;0.00
09.225.845/0001-50;0.00;0.00
09.225.845/0001-50;0.00;0.00
09.225.845/0001-50;0.00;0.00
09.225.845/0001-50;0.00;0.00
09.225.845/0001-50;0.00;0.00
09.225.860/0001-06;0.00;0.00
09.225.860/0001-06;0.00;0.00
09.225.860/0001-06;0.00;0.00
09.225.860/0001-06;0.00;0.00
09.225.860/0001-06;2150000.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.836/0001-12;0.00;0.00
09.228.854/0001-02;0.00;125702.66
09.228.854/0001-02;0.00;0.00
09.228.854/0001-02;14951.33;64000.00
09.228.854/0001-02;0.00;0.00
09.228.854/0001-02;0.00;50000.00
09.228.854/0001-02;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.228.857/0001-38;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.232.425/0001-09;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.235.147/0001-35;0.00;0.00
09.236.927/0001-08;0.00;0.00
09.236.927/0001-08;0.00;134400.00
09.236.927/0001-08;0.00;0.00
09.236.927/0001-08;0.00;0.00
09.236.927/0001-08;0.00;0.00
09.236.927/0001-08;0.00;0.00
09.236.941/0001-01;0.00;0.00
09.236.941/0001-01;0.00;34100.00
09.236.941/0001-01;0.00;0.00
09.236.941/0001-01;0.00;0.00
09.236.941/0001-01;0.00;0.00
09.236.941/0001-01;0.00;0.00
09.238.487/0001-10;373323.18;77004.33
09.238.487/0001-10;1478822.07;8378962.64
09.238.487/0001-10;600706.40;175803.17
09.238.487/0001-10;607799.92;2573465.11
09.238.487/0001-10;1263944.06;7906594.86
09.238.487/0001-10;6500435.55;5571954.28
09.238.622/0001-27;0.00;0.00
09.238.622/0001-27;0.00;0.00
09.238.622/0001-27;0.00;0.00
09.238.622/0001-27;0.00;0.00
09.238.622/0001-27;0.00;0.00
09.241.718/0001-44;0.00;0.00
09.241.718/0001-44;0.00;0.00
09.241.718/0001-44;0.00;0.00
09.241.718/0001-44;0.00;0.00
09.241.718/0001-44;0.00;0.00
09.241.752/0001-19;0.00;0.00
09.241.752/0001-19;0.00;0.00
09.241.752/0001-19;0.00;0.00
09.241.752/0001-19;0.00;0.00
09.241.752/0001-19;0.00;0.00
09.241.756/0001-05;75000.00;0.00
09.241.756/0001-05;13000.00;43710000.00
09.241.756/0001-05;30522000.00;15220000.00
09.241.756/0001-05;8878207.00;5332307.71
09.241.756/0001-05;0.00;2832.48
09.241.809/0001-80;0.00;0.00
09.241.809/0001-80;1600.00;271572.41
09.241.809/0001-80;85100.00;1011288.83
09.241.809/0001-80;3740.00;508226.44
09.241.809/0001-80;784.00;706205.15
09.241.816/0001-81;241689.00;16141.00
09.241.816/0001-81;0.00;0.00
09.241.816/0001-81;11968000.00;8192901.00
09.241.816/0001-81;2080739.00;866515.36
09.241.816/0001-81;0.00;1975699.00
09.245.354/0001-70;0.00;0.00
09.245.354/0001-70;0.00;0.00
09.245.354/0001-70;0.00;0.00
09.245.354/0001-70;0.00;0.00
09.245.354/0001-70;0.00;0.00
09.245.354/0001-70;0.00;0.00
09.270.714/0001-94;0.00;0.00
09.270.714/0001-94;0.00;0.00
09.270.714/0001-94;0.00;0.00
09.270.714/0001-94;0.00;0.00
09.270.714/0001-94;0.00;0.00
09.270.734/0001-65;0.00;0.00
09.270.734/0001-65;0.00;0.00
09.270.734/0001-65;0.00;0.00
09.270.734/0001-65;0.00;0.00
09.270.734/0001-65;0.00;0.00
09.271.730/0001-00;0.00;2924884.45
09.271.730/0001-00;0.00;0.00
09.271.730/0001-00;200000.00;215290.38
09.271.730/0001-00;1000.00;2492943.71
09.271.730/0001-00;20000.00;326797.13
09.272.869/0001-60;78972.85;196356.40
09.272.869/0001-60;99427.24;52435.94
09.272.869/0001-60;41632.91;503737.17
09.272.869/0001-60;187385.07;334000.87
09.272.869/0001-60;21724.82;245539.24
09.272.869/0001-60;52553.48;153280.87
09.272.872/0001-83;22522.89;190348.67
09.272.872/0001-83;797795.00;176049.02
09.272.872/0001-83;175319.01;564722.24
09.272.872/0001-83;1091899.19;793305.71
09.272.872/0001-83;236669.43;606125.13
09.272.872/0001-83;133918.36;499724.20
09.272.878/0001-50;46343.02;499701.37
09.272.878/0001-50;51476.28;26052.40
09.272.878/0001-50;28110.06;1249943.40
09.272.878/0001-50;158568.75;993094.15
09.272.878/0001-50;7851.77;716027.14
09.272.878/0001-50;83621.31;599210.57
09.272.886/0001-05;164550.39;350404.41
09.272.886/0001-05;112999.85;44318.03
